gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit
F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,11525,1616,0,0,0,Managers,3.0,8.0,2.0
F,N,N,1,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,14456,4478,1,0,0,Laborers,3.0,13.0,2.0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,23458,0,0,0,1,unknown,2.0,35.0,2.0
F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,19028,0,0,0,0,unknown,2.0,20.0,1.0
M,Y,N,0,162000.0,Pensioner,Higher education,Married,House / apartment,20053,0,0,0,0,unknown,2.0,44.0,2.0
F,N,N,0,180000.0,Working,Higher education,Separated,House / apartment,14127,2058,1,1,1,Accountants,1.0,18.0,2.0
M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,23124,0,0,0,0,unknown,2.0,1.0,1.0
M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20859,0,0,0,1,unknown,2.0,29.0,2.0
F,Y,N,0,360000.0,State servant,Secondary / secondary special,Married,House / apartment,18577,108,1,1,0,Medicine staff,2.0,59.0,1.0
M,N,Y,1,180000.0,Working,Higher education,Married,With parents,15670,1654,0,0,0,Cooking staff,3.0,22.0,2.0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Rented apartment,11894,2926,1,0,0,unknown,2.0,35.0,0.0
F,N,Y,0,157500.0,Pensioner,Higher education,Married,House / apartment,12387,1325,0,1,1,Medicine staff,2.0,32.0,2.0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,17992,9419,0,1,0,Laborers,2.0,8.0,2.0
F,N,N,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,14802,1846,0,0,0,Drivers,3.0,21.0,2.0
F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,15565,8757,0,1,0,Laborers,3.0,26.0,2.0
F,N,Y,0,38250.0,Pensioner,Higher education,Married,House / apartment,23379,0,0,1,0,unknown,2.0,11.0,1.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,16031,5574,1,0,0,Laborers,2.0,12.0,2.0
M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,13739,2896,0,0,0,Security staff,2.0,42.0,0.0
M,N,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,19572,3078,0,0,1,Managers,2.0,4.0,2.0
M,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13037,200,0,0,0,Laborers,4.0,17.0,2.0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,19094,1403,0,0,0,Private service staff,1.0,12.0,2.0
M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,18311,1407,0,0,0,Drivers,2.0,20.0,2.0
F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,20493,7624,1,1,0,Managers,2.0,3.0,1.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,10170,2196,1,1,0,Cooking staff,2.0,28.0,0.0
F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,13767,1882,0,0,0,Sales staff,3.0,48.0,1.0
M,N,Y,1,270000.0,State servant,Higher education,Married,House / apartment,11082,376,0,0,0,Core staff,3.0,34.0,2.0
F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,24094,0,0,1,0,unknown,1.0,18.0,1.0
M,N,N,0,315000.0,Pensioner,Higher education,Married,House / apartment,15312,0,0,0,0,unknown,2.0,55.0,0.0
F,N,Y,0,175500.0,Commercial associate,Higher education,Married,House / apartment,15248,2227,1,1,0,Managers,2.0,24.0,2.0
M,Y,Y,2,99000.0,State servant,Secondary / secondary special,Married,With parents,16558,3235,0,0,0,Drivers,4.0,10.0,1.0
F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,15887,217,1,1,0,Laborers,2.0,15.0,2.0
F,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,23390,0,0,0,0,unknown,2.0,49.0,2.0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23262,0,0,1,0,unknown,1.0,12.0,1.0
F,N,Y,0,193500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15447,1721,0,0,0,Sales staff,2.0,33.0,2.0
F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,13788,2905,0,0,0,Accountants,2.0,18.0,2.0
F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,12696,3172,1,0,0,Sales staff,2.0,27.0,1.0
M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,11714,1434,0,0,0,Sales staff,1.0,43.0,2.0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,13389,958,0,0,0,Laborers,2.0,18.0,2.0
F,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,19031,0,0,0,0,unknown,2.0,1.0,1.0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,16120,5888,0,1,0,Laborers,2.0,7.0,2.0
M,Y,Y,1,324000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,11523,2522,0,1,0,Managers,3.0,50.0,0.0
F,N,Y,0,130500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22543,0,0,1,0,unknown,1.0,28.0,2.0
F,N,Y,0,180000.0,Working,Higher education,Single / not married,House / apartment,17533,3776,0,0,0,Medicine staff,1.0,28.0,2.0
F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23647,0,0,1,0,unknown,1.0,15.0,2.0
M,Y,N,2,157500.0,Commercial associate,Higher education,Separated,Office apartment,13514,1357,0,1,0,Managers,3.0,26.0,2.0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,21757,2705,0,0,0,Drivers,2.0,31.0,1.0
F,N,N,2,180000.0,Working,Higher education,Married,House / apartment,11905,1700,0,0,0,High skill tech staff,4.0,48.0,1.0
F,Y,Y,1,315000.0,State servant,Higher education,Widow,House / apartment,18233,425,0,1,1,unknown,2.0,19.0,0.0
F,N,N,0,144000.0,Working,Secondary / secondary special,Married,Municipal apartment,16641,9988,1,1,0,Sales staff,2.0,53.0,2.0
M,Y,Y,1,247500.0,Working,Higher education,Married,House / apartment,9425,232,0,0,0,Sales staff,3.0,10.0,0.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,13566,1900,1,0,0,High skill tech staff,2.0,12.0,1.0
M,N,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,17624,686,1,1,0,Drivers,4.0,37.0,2.0
F,N,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,23602,0,0,0,0,unknown,2.0,60.0,2.0
F,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,15934,3328,0,0,0,Cleaning staff,3.0,21.0,2.0
F,N,N,0,135000.0,Pensioner,Higher education,Widow,House / apartment,21232,0,0,1,0,unknown,1.0,33.0,1.0
M,Y,Y,1,315000.0,Working,Higher education,Married,Co-op apartment,13307,1227,0,1,0,Laborers,3.0,35.0,2.0
F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21960,0,0,1,0,unknown,2.0,19.0,2.0
M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,10837,588,0,0,1,Sales staff,1.0,18.0,1.0
F,N,N,2,135000.0,State servant,Incomplete higher,Married,With parents,11637,2285,1,1,0,Core staff,4.0,29.0,2.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,20589,3680,0,0,0,unknown,2.0,40.0,2.0
F,Y,N,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,17079,681,1,1,0,Laborers,2.0,27.0,2.0
F,N,N,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,14321,7068,0,0,0,Medicine staff,4.0,54.0,2.0
M,Y,Y,2,265500.0,Working,Higher education,Married,House / apartment,11630,1904,0,0,0,Laborers,4.0,2.0,1.0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,15438,3377,0,0,0,Laborers,2.0,11.0,2.0
M,Y,Y,0,292500.0,Working,Higher education,Civil marriage,House / apartment,16573,1616,0,0,0,Managers,2.0,9.0,1.0
M,N,N,0,225000.0,Commercial associate,Incomplete higher,Married,House / apartment,9060,189,1,1,0,Sales staff,2.0,27.0,2.0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,21978,5480,0,0,0,Core staff,1.0,11.0,0.0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19565,3246,0,0,0,unknown,2.0,5.0,2.0
F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,9320,2257,0,0,0,High skill tech staff,3.0,19.0,0.0
M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12250,857,0,0,0,Laborers,3.0,8.0,2.0
M,Y,N,1,202500.0,Working,Secondary / secondary special,Married,With parents,11942,3638,0,1,0,Sales staff,3.0,29.0,2.0
M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,10973,194,0,0,0,unknown,1.0,22.0,2.0
F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,16611,8369,0,0,0,unknown,4.0,57.0,2.0
F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,20952,1155,1,0,1,Medicine staff,2.0,16.0,2.0
M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,10748,1661,0,1,0,Laborers,2.0,12.0,1.0
M,Y,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,9679,2512,1,1,0,Sales staff,1.0,58.0,0.0
F,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,19841,4428,1,1,0,Managers,2.0,25.0,2.0
F,N,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20806,0,0,0,1,unknown,2.0,56.0,2.0
F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,12438,747,1,1,0,Medicine staff,2.0,16.0,1.0
F,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11734,2164,0,1,1,High skill tech staff,1.0,15.0,0.0
F,N,N,0,72000.0,Commercial associate,Secondary / secondary special,Married,With parents,9211,1131,1,0,0,Secretaries,2.0,16.0,2.0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,14321,1537,0,0,0,Drivers,2.0,6.0,2.0
F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,22029,0,0,0,1,unknown,1.0,45.0,2.0
F,N,N,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,17876,377,1,1,0,Private service staff,1.0,50.0,2.0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19881,7718,0,0,0,Secretaries,2.0,40.0,2.0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,9952,1613,0,0,0,unknown,1.0,7.0,1.0
F,Y,N,1,315000.0,Working,Higher education,Married,House / apartment,15419,3657,0,0,0,unknown,3.0,35.0,2.0
M,Y,N,0,765000.0,Working,Higher education,Married,House / apartment,16503,1138,0,1,0,Managers,2.0,13.0,0.0
M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,9444,663,1,1,0,unknown,1.0,18.0,2.0
F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,17401,1346,1,0,0,unknown,2.0,2.0,1.0
F,Y,N,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,13941,2988,0,1,0,Accountants,1.0,43.0,2.0
F,N,N,0,112500.0,Pensioner,Higher education,Single / not married,House / apartment,19690,0,0,0,0,unknown,1.0,10.0,1.0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,17976,6105,0,0,0,Sales staff,2.0,55.0,2.0
F,Y,N,1,202500.0,Working,Higher education,Married,House / apartment,10636,915,0,0,0,Sales staff,3.0,46.0,2.0
F,N,Y,0,193500.0,Working,Higher education,Married,House / apartment,21029,7280,0,0,0,High skill tech staff,2.0,22.0,2.0
M,N,N,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,9943,554,1,0,0,Managers,3.0,24.0,2.0
F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,14096,1344,0,1,1,Accountants,1.0,6.0,0.0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,15153,3143,1,1,0,Laborers,2.0,48.0,2.0
F,N,N,0,171000.0,Working,Secondary / secondary special,Separated,Office apartment,16241,8862,1,0,0,Drivers,1.0,7.0,0.0
F,N,Y,2,63000.0,Working,Secondary / secondary special,Married,House / apartment,10421,1203,0,0,0,Medicine staff,4.0,21.0,2.0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17822,1730,0,0,0,Managers,2.0,15.0,2.0
F,Y,N,1,450000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,19772,0,0,1,0,unknown,3.0,24.0,1.0
F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,10731,885,0,0,0,Sales staff,1.0,25.0,2.0
F,N,Y,3,54000.0,State servant,Secondary / secondary special,Married,House / apartment,13940,2133,1,1,0,Core staff,5.0,41.0,2.0
F,N,N,0,121500.0,State servant,Higher education,Married,House / apartment,22014,5239,1,0,0,Accountants,2.0,27.0,2.0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,14852,502,0,0,0,Laborers,3.0,33.0,1.0
F,N,Y,1,202500.0,Working,Higher education,Married,Rented apartment,13777,3261,0,0,0,unknown,3.0,15.0,2.0
F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18667,2150,1,0,0,Managers,2.0,16.0,2.0
F,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,12883,3627,0,0,0,Managers,2.0,39.0,2.0
F,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,15692,3649,0,0,0,Managers,4.0,20.0,0.0
F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,12277,982,1,1,0,High skill tech staff,4.0,39.0,0.0
M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,19377,103,0,0,0,Laborers,1.0,53.0,0.0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,18934,1915,0,1,0,Laborers,3.0,14.0,2.0
F,N,Y,1,198000.0,Working,Secondary / secondary special,Single / not married,House / apartment,18530,1596,1,1,0,Private service staff,2.0,1.0,1.0
M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10676,2326,0,1,1,Laborers,3.0,11.0,1.0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,20953,8684,1,1,0,Accountants,2.0,48.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22119,0,0,0,0,unknown,1.0,25.0,2.0
F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10304,1682,0,0,0,Laborers,2.0,16.0,2.0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,13921,2542,0,0,0,Sales staff,2.0,23.0,1.0
M,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,18964,258,0,0,0,Laborers,2.0,11.0,2.0
F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,10182,971,0,0,0,Sales staff,3.0,25.0,2.0
M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,13387,2467,0,0,0,unknown,3.0,37.0,2.0
M,N,Y,0,360000.0,Working,Higher education,Single / not married,House / apartment,14240,2441,1,0,0,High skill tech staff,1.0,12.0,1.0
F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23768,0,0,0,0,unknown,1.0,49.0,2.0
M,Y,N,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,13128,1048,0,0,0,Laborers,2.0,3.0,1.0
F,N,Y,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,18651,7752,1,1,0,unknown,2.0,17.0,2.0
M,Y,Y,0,310500.0,Working,Secondary / secondary special,Married,House / apartment,17067,1720,0,1,1,High skill tech staff,2.0,51.0,2.0
F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,21456,425,0,0,0,Medicine staff,2.0,16.0,2.0
M,Y,Y,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,11647,2905,1,1,0,Laborers,4.0,45.0,2.0
F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,9923,1900,0,0,0,Core staff,3.0,4.0,1.0
M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,13398,3003,0,0,0,Core staff,4.0,13.0,2.0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,25099,0,0,0,0,unknown,1.0,31.0,2.0
M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,14972,1063,0,0,0,Core staff,2.0,43.0,1.0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,10675,1284,1,0,0,Core staff,2.0,31.0,2.0
F,Y,N,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,16696,4157,0,0,0,Sales staff,2.0,5.0,2.0
F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,14349,4082,0,1,0,unknown,2.0,39.0,1.0
M,N,N,0,270000.0,Working,Higher education,Married,Rented apartment,17300,408,1,1,0,Managers,2.0,41.0,0.0
F,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,16053,1905,0,0,0,Core staff,1.0,52.0,2.0
F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21014,0,0,0,0,unknown,2.0,5.0,1.0
M,Y,N,0,184500.0,Working,Secondary / secondary special,Married,Municipal apartment,18013,1215,0,0,0,Laborers,2.0,3.0,1.0
F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13829,3248,0,1,0,High skill tech staff,3.0,15.0,2.0
F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,16495,1437,0,0,0,Sales staff,2.0,5.0,2.0
M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,10581,1692,1,0,0,unknown,3.0,38.0,2.0
M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,15244,2908,1,0,1,Managers,3.0,10.0,2.0
M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,11964,4280,0,0,0,Laborers,4.0,37.0,2.0
M,N,Y,0,180000.0,Working,Lower secondary,Single / not married,House / apartment,14663,1188,0,0,0,Drivers,1.0,10.0,2.0
F,Y,N,1,247500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,15090,6495,0,0,0,Sales staff,2.0,24.0,2.0
F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,21286,0,0,0,0,unknown,2.0,9.0,2.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,21613,0,0,0,0,unknown,1.0,11.0,2.0
M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,9983,1923,0,0,0,unknown,2.0,50.0,1.0
F,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,17956,9363,0,0,0,Core staff,3.0,6.0,2.0
M,Y,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,16185,273,0,1,0,Laborers,2.0,14.0,1.0
F,N,Y,2,405000.0,State servant,Secondary / secondary special,Married,House / apartment,18459,4145,0,1,0,Medicine staff,4.0,32.0,2.0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,9662,831,0,0,0,Drivers,1.0,51.0,1.0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23770,0,0,0,0,unknown,2.0,42.0,1.0
F,Y,N,1,135000.0,Working,Higher education,Married,Municipal apartment,12523,2482,0,0,0,Managers,3.0,13.0,2.0
F,N,N,2,121500.0,Working,Secondary / secondary special,Married,With parents,10006,413,0,0,0,Medicine staff,4.0,9.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20679,0,0,0,0,unknown,2.0,46.0,0.0
M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,21362,1520,0,0,0,Laborers,2.0,30.0,2.0
F,N,Y,0,121500.0,Commercial associate,Higher education,Married,House / apartment,17046,1410,0,1,0,Accountants,2.0,23.0,2.0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21983,0,0,0,0,unknown,2.0,16.0,2.0
F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,22340,0,0,0,0,unknown,2.0,60.0,2.0
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,22234,1506,0,1,0,Realty agents,2.0,12.0,1.0
M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,11746,401,1,1,0,Managers,2.0,43.0,0.0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,With parents,11490,826,1,0,0,Drivers,1.0,13.0,0.0
F,N,Y,0,144000.0,Working,Higher education,Single / not married,House / apartment,13190,4943,0,0,0,unknown,1.0,26.0,1.0
M,Y,Y,1,202500.0,Commercial associate,Higher education,Married,House / apartment,8814,818,0,0,0,Drivers,3.0,10.0,2.0
F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,10297,735,0,1,0,unknown,4.0,12.0,2.0
M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,13509,1028,0,0,0,Laborers,3.0,33.0,2.0
M,Y,Y,0,382500.0,Working,Higher education,Married,House / apartment,10446,2420,0,0,0,Laborers,2.0,13.0,2.0
M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,12374,307,1,1,0,Core staff,2.0,32.0,2.0
M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15988,1994,0,1,0,High skill tech staff,3.0,40.0,2.0
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,10380,3396,0,0,0,Laborers,4.0,13.0,2.0
F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,16825,196,0,0,0,Security staff,2.0,45.0,2.0
F,Y,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,14499,2860,0,0,0,Accountants,3.0,34.0,2.0
F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,11209,737,0,1,0,Sales staff,4.0,45.0,2.0
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23639,0,0,0,0,unknown,1.0,23.0,2.0
M,Y,Y,0,153000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,18861,1480,1,1,0,Drivers,2.0,4.0,2.0
F,Y,Y,2,126000.0,Working,Incomplete higher,Married,House / apartment,11432,129,0,1,0,Core staff,4.0,40.0,2.0
F,Y,Y,0,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,16765,5777,0,0,0,Laborers,1.0,50.0,2.0
F,Y,N,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,17493,2347,1,0,0,unknown,2.0,14.0,2.0
F,N,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,14412,4614,0,0,0,unknown,3.0,5.0,2.0
F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17551,2015,1,1,0,Laborers,2.0,51.0,1.0
F,N,Y,1,121500.0,Working,Higher education,Married,House / apartment,11007,762,0,0,0,unknown,3.0,17.0,2.0
F,N,Y,0,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,17999,5700,0,1,0,Laborers,1.0,4.0,1.0
F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,12424,1716,0,0,0,Cooking staff,3.0,44.0,1.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22319,0,0,0,0,unknown,2.0,49.0,2.0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13485,3756,0,0,0,Sales staff,2.0,3.0,0.0
F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,14347,1738,0,0,0,Medicine staff,4.0,9.0,2.0
F,Y,N,1,306000.0,Working,Higher education,Married,House / apartment,9310,1678,0,0,0,unknown,3.0,13.0,2.0
F,N,Y,1,337500.0,Commercial associate,Higher education,Single / not married,House / apartment,14408,431,0,0,0,Accountants,2.0,34.0,2.0
F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14596,1965,0,0,0,unknown,3.0,45.0,2.0
M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,14776,2212,0,0,0,Drivers,1.0,30.0,2.0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15875,2758,1,1,0,Core staff,2.0,47.0,2.0
F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,19495,1678,0,1,0,Accountants,2.0,24.0,2.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,15932,3579,1,0,0,Laborers,1.0,18.0,0.0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23424,0,0,0,0,unknown,1.0,9.0,2.0
F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,13046,671,0,0,0,unknown,2.0,50.0,2.0
F,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,19294,0,0,1,0,unknown,2.0,35.0,2.0
M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,17841,4305,1,1,0,Managers,4.0,25.0,2.0
F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,21466,3992,0,0,0,Core staff,2.0,21.0,2.0
F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,With parents,14858,1432,0,0,0,Cleaning staff,2.0,17.0,2.0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,12955,917,0,0,0,Laborers,2.0,46.0,2.0
M,N,N,0,279000.0,State servant,Higher education,Single / not married,House / apartment,11042,3174,0,0,0,Core staff,1.0,11.0,2.0
F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,14842,8011,0,0,0,Managers,2.0,7.0,2.0
M,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,11400,1513,0,0,0,Managers,3.0,21.0,2.0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,8854,195,1,0,0,Laborers,1.0,31.0,1.0
M,N,N,0,180000.0,Working,Secondary / secondary special,Separated,Municipal apartment,17470,8298,0,0,0,Laborers,1.0,5.0,1.0
F,N,Y,2,225000.0,Working,Higher education,Married,Co-op apartment,15377,341,0,0,0,Laborers,4.0,22.0,1.0
F,Y,N,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,14732,4491,0,0,0,Core staff,2.0,27.0,2.0
F,N,N,1,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,15655,1191,0,0,0,Sales staff,3.0,29.0,2.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22886,0,0,1,0,unknown,2.0,57.0,0.0
F,N,N,2,121500.0,Working,Secondary / secondary special,Married,With parents,10006,413,0,0,0,Medicine staff,4.0,6.0,1.0
